placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-03-06 09:00:00,2025-03-06 09:05:00,45
tojinbo-shotaro,Person,2025-03-06 09:05:00,2025-03-06 09:10:00,20
tojinbo-shotaro,Person,2025-03-06 09:10:00,2025-03-06 09:15:00,29
tojinbo-shotaro,Person,2025-03-06 09:15:00,2025-03-06 09:20:00,33
tojinbo-shotaro,Person,2025-03-06 09:20:00,2025-03-06 09:25:00,25
tojinbo-shotaro,Person,2025-03-06 09:25:00,2025-03-06 09:30:00,35
tojinbo-shotaro,Person,2025-03-06 09:30:00,2025-03-06 09:35:00,24
tojinbo-shotaro,Person,2025-03-06 09:35:00,2025-03-06 09:40:00,20
tojinbo-shotaro,Person,2025-03-06 09:40:00,2025-03-06 09:45:00,27
tojinbo-shotaro,Person,2025-03-06 09:45:00,2025-03-06 09:50:00,35
tojinbo-shotaro,Person,2025-03-06 09:50:00,2025-03-06 09:55:00,20
tojinbo-shotaro,Person,2025-03-06 09:55:00,2025-03-06 10:00:00,25
